env.task_name,agent.agent_name,env.benchmark,index,exp_dir,agent.chat_model.model_name,agent.chat_model.max_total_tokens,agent.chat_model.max_input_tokens,agent.chat_model.max_new_tokens,agent.chat_model.temperature,agent.chat_model.vision_support,agent.chat_model.log_probs,agent.flags.obs.use_html,agent.flags.obs.use_ax_tree,agent.flags.obs.use_tabs,agent.flags.obs.use_focused_element,agent.flags.obs.use_error_logs,agent.flags.obs.use_history,agent.flags.obs.use_past_error_logs,agent.flags.obs.use_action_history,agent.flags.obs.use_think_history,agent.flags.obs.use_diff,agent.flags.obs.html_type,agent.flags.obs.use_screenshot,agent.flags.obs.use_som,agent.flags.obs.extract_visible_tag,agent.flags.obs.extract_clickable_tag,agent.flags.obs.extract_coords,agent.flags.obs.filter_visible_elements_only,agent.flags.obs.openai_vision_detail,agent.flags.obs.filter_with_bid_only,agent.flags.obs.filter_som_only,agent.flags.action.action_set.subsets,agent.flags.action.action_set.multiaction,agent.flags.action.action_set.strict,agent.flags.action.action_set.retry_with_force,agent.flags.action.action_set.demo_mode,agent.flags.action.long_description,agent.flags.action.individual_examples,agent.flags.action.multi_actions,agent.flags.action.is_strict,agent.flags.use_plan,agent.flags.use_criticise,agent.flags.use_thinking,agent.flags.use_memory,agent.flags.use_concrete_example,agent.flags.use_abstract_example,agent.flags.use_hints,agent.flags.enable_chat,agent.flags.max_prompt_tokens,agent.flags.be_cautious,agent.flags.extra_instructions,agent.flags.add_missparsed_messages,agent.flags.max_trunc_itr,agent.flags.flag_group,agent.max_retry,env.task_seed,env.max_steps,env.headless,env.record_video,env.wait_for_user_message,env.viewport,env.slow_mo,env.storage_state,env.task_kwargs,exp_name,enable_debug,err_msg,stack_trace,order,logging_level,logging_level_stdout,exp_id,depends_on,save_screenshot,save_som,err_key
webmall.Webmall_Best_Fit_Specific_Task2,GenericAgent-gpt-4.1-2025-04-14,webmall,11,/mnt/c/Avani/Thesis_Webmall/WebMall/result_files/2025-07-17_13-35-13_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-17_13-35-47_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task2_15,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,15,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task2_15,True,,,23,10,20,db18fc97-3766-4593-a6b3-9ff6960eba31,(),True,False,
webmall.Webmall_Best_Fit_Specific_Task3,GenericAgent-gpt-4.1-2025-04-14,webmall,12,/mnt/c/Avani/Thesis_Webmall/WebMall/result_files/2025-07-17_13-35-13_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-17_13-35-47_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task3_14,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,14,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task3_14,True,,,24,10,20,9f59b078-279c-4c12-80aa-7e6fc1a44ca6,(),True,False,
webmall.Webmall_Best_Fit_Specific_Task4,GenericAgent-gpt-4.1-2025-04-14,webmall,13,/mnt/c/Avani/Thesis_Webmall/WebMall/result_files/2025-07-17_13-35-13_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-17_13-35-47_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task4_2,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,2,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task4_2,True,,,25,10,20,98bd5a57-de3c-443c-8778-7e312847af25,(),True,False,
webmall.Webmall_Best_Fit_Specific_Task5,GenericAgent-gpt-4.1-2025-04-14,webmall,14,/mnt/c/Avani/Thesis_Webmall/WebMall/result_files/2025-07-17_13-35-13_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-17_13-35-47_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task5_6,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,6,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task5_6,True,,,26,10,20,e67d22fa-5801-4877-bac1-2a6760554b80,(),True,False,
webmall.Webmall_Best_Fit_Specific_Task6,GenericAgent-gpt-4.1-2025-04-14,webmall,15,/mnt/c/Avani/Thesis_Webmall/WebMall/result_files/2025-07-17_13-35-13_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-17_13-35-47_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task6_20,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,20,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task6_20,True,,,27,10,20,df3d42bc-01de-4835-943d-558e831e39e4,(),True,False,
webmall.Webmall_Best_Fit_Specific_Task7,GenericAgent-gpt-4.1-2025-04-14,webmall,16,/mnt/c/Avani/Thesis_Webmall/WebMall/result_files/2025-07-17_13-35-13_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-17_13-35-47_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task7_8,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,8,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task7_8,True,,,28,10,20,93b204ef-93af-407b-bd02-7049036a8538,(),True,False,
webmall.Webmall_Best_Fit_Specific_Task8,GenericAgent-gpt-4.1-2025-04-14,webmall,17,/mnt/c/Avani/Thesis_Webmall/WebMall/result_files/2025-07-17_13-35-13_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-17_13-35-47_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task8_17,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,17,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task8_17,True,,,29,10,20,2657c43a-9e5c-4fd8-bcf0-8f0f328840b8,(),True,False,
webmall.Webmall_Best_Fit_Specific_Task9,GenericAgent-gpt-4.1-2025-04-14,webmall,18,/mnt/c/Avani/Thesis_Webmall/WebMall/result_files/2025-07-17_13-35-13_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-17_13-35-47_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task9_3,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,3,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Best_Fit_Specific_Task9_3,True,,,30,10,20,938aef92-d827-4b4e-88c2-0ab710452ca4,(),True,False,
webmall.Webmall_Cheapest_Product_Search_Task1,GenericAgent-gpt-4.1-2025-04-14,webmall,20,/mnt/c/Avani/Thesis_Webmall/WebMall/result_files/2025-07-17_13-35-13_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-17_13-35-47_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task1_1,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,1,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task1_1,True,,,12,10,20,26651f37-42e3-4079-b519-4298d4ba1b71,(),True,False,
webmall.Webmall_Cheapest_Product_Search_Task10,GenericAgent-gpt-4.1-2025-04-14,webmall,19,/mnt/c/Avani/Thesis_Webmall/WebMall/result_files/2025-07-17_13-35-13_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-17_13-35-47_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task10_26,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,26,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task10_26,True,,,21,10,20,ad7526bc-c10e-4fc7-8e02-01873edfee5f,(),True,False,
webmall.Webmall_Cheapest_Product_Search_Task2,GenericAgent-gpt-4.1-2025-04-14,webmall,21,/mnt/c/Avani/Thesis_Webmall/WebMall/result_files/2025-07-17_13-35-13_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-17_13-35-47_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task2_23,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,23,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task2_23,True,,,13,10,20,a293533b-c2c5-4a20-a143-376627bcce54,(),True,False,
webmall.Webmall_Cheapest_Product_Search_Task3,GenericAgent-gpt-4.1-2025-04-14,webmall,22,/mnt/c/Avani/Thesis_Webmall/WebMall/result_files/2025-07-17_13-35-13_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-17_13-35-47_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task3_29,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,29,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task3_29,True,,,14,10,20,0e9c52db-85b9-4dc4-ad51-a5556f0739fe,(),True,False,
webmall.Webmall_Cheapest_Product_Search_Task4,GenericAgent-gpt-4.1-2025-04-14,webmall,23,/mnt/c/Avani/Thesis_Webmall/WebMall/result_files/2025-07-17_13-35-13_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-17_13-35-47_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task4_1,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,1,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task4_1,True,,,15,10,20,276d1b63-8c15-40ce-a427-07cdceea2638,(),True,False,
webmall.Webmall_Cheapest_Product_Search_Task5,GenericAgent-gpt-4.1-2025-04-14,webmall,24,/mnt/c/Avani/Thesis_Webmall/WebMall/result_files/2025-07-17_13-35-13_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-17_13-35-47_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task5_20,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,20,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task5_20,True,,,16,10,20,178c092a-b95a-49a1-a3ee-1bf78a5d1b9f,(),True,False,
webmall.Webmall_Cheapest_Product_Search_Task6,GenericAgent-gpt-4.1-2025-04-14,webmall,25,/mnt/c/Avani/Thesis_Webmall/WebMall/result_files/2025-07-17_13-35-13_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-17_13-35-47_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task6_32,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,32,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task6_32,True,,,17,10,20,1bf541aa-b7a9-4789-b5a0-987677721fde,(),True,False,
webmall.Webmall_Cheapest_Product_Search_Task7,GenericAgent-gpt-4.1-2025-04-14,webmall,26,/mnt/c/Avani/Thesis_Webmall/WebMall/result_files/2025-07-17_13-35-13_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-17_13-35-47_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task7_11,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,11,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task7_11,True,,,18,10,20,a5036756-b6e6-467f-8015-85ff861e6e24,(),True,False,
webmall.Webmall_Cheapest_Product_Search_Task8,GenericAgent-gpt-4.1-2025-04-14,webmall,27,/mnt/c/Avani/Thesis_Webmall/WebMall/result_files/2025-07-17_13-35-13_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-17_13-35-47_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task8_21,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,21,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task8_21,True,,,19,10,20,87c0203e-b0ad-4110-9f3d-065288fe54a0,(),True,False,
webmall.Webmall_Cheapest_Product_Search_Task9,GenericAgent-gpt-4.1-2025-04-14,webmall,28,/mnt/c/Avani/Thesis_Webmall/WebMall/result_files/2025-07-17_13-35-13_genericagent-gpt-4-1-2025-04-14-on-webmall-basic-v0-7-ax/2025-07-17_13-35-47_GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task9_24,gpt-4.1-2025-04-14,1047576,1047576,32768,0.1,True,False,False,True,True,True,True,True,False,True,True,False,pruned_html,False,False,True,True,False,False,auto,False,False,"('webarena',)",False,False,True,off,False,False,,,False,False,True,False,True,True,True,False,60000,True,,True,20,,4,24,50,True,False,False,,,,,GenericAgent-gpt-4.1-2025-04-14_on_webmall.Webmall_Cheapest_Product_Search_Task9_24,True,,,20,10,20,8ea93392-1376-4b27-b23d-cc6f5adbedd0,(),True,False,
